PPR,Sampling Window (ms),PWM (%),Settled Interval,Samples,Mean RPM,Median RPM,Standard Deviation (RPM),Coefficient of Variation (%),Minimum RPM,Maximum RPM,Filtered Mean RPM,Filtered SD (RPM),Revolution Increment,File
250,20,0,0+1 to 0+9 s,800,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,10,10+1 to 10+9 s,800,213.54644045625,216.015608,22.046508624422504,10.323987876978567,175.586008,246.136383,213.39923564750003,12.199191404906719,29,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,20,20+1 to 20+9 s,800,481.05115198,481.945618,12.859364333171428,2.673180238783851,450.205489,521.987211,481.0450091675,4.136075422002098,64,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,30,30+1 to 30+9 s,800,741.9734925124999,741.329923,8.59310460811367,1.1581417253890514,705.661092,775.242311,741.9721361875002,2.744624809307887,99,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,40,40+1 to 40+9 s,800,1001.29400091125,998.965061,11.310844559674956,1.129622723134391,965.082184,1036.429049,1001.32208662,3.313954626696007,133,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,50,50+1 to 50+9 s,800,1258.4246414937502,1253.966425,16.209350313345244,1.2880668240972095,1220.907498,1306.707619,1258.3895846025,4.486621257037061,167,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,60,60+1 to 60+9 s,800,1519.4754009212502,1515.367014,18.140020845269966,1.1938344532772143,1439.809369,1570.412816,1519.4670818974998,4.898111193478246,202,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,70,70+1 to 70+9 s,800,1778.06737441,1773.027582,20.474450657345226,1.1515002722626908,1730.348994,1852.397676,1778.08095760625,5.54032361938805,235,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,80,80+1 to 80+9 s,800,2036.66960546,2032.053815,23.80692074065827,1.1689142253036797,1943.184445,2114.300451,2036.682533935,6.591196183911586,270,mixr1_log_20260902_144854_250ppr_20ms.csv
250,20,90,90+1 to 90+9 s,800,2294.0021269275,2285.414848,54.78762630972012,2.38829884535027,1474.874229,2592.377196,2293.986980795,15.06714102612461,304,mixr1_log_20260902_144854_250ppr_20ms.csv
256,10,0,0+1 to 0+9 s,800,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,10,10+1 to 10+9 s,800,219.189791765,223.172364,14.698877121021804,6.70600441866422,185.832905,251.852787,219.15237220125,7.813014615341019,30,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,20,20+1 to 20+9 s,800,482.58456979249996,482.701888,11.522337062756565,2.3876306421713607,448.509265,521.375095,482.63320391125,3.194274315242844,64,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,30,30+1 to 30+9 s,800,742.3744829937501,743.098872,11.762018450317251,1.5843780625224255,667.917855,790.97576,742.38431111125,3.0510173994374865,99,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,40,40+1 to 40+9 s,800,1003.2518970925,1001.080011,17.729519557281204,1.7672051863208724,913.529273,1073.924961,1003.2594397975001,4.6287127916295505,134,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,50,50+1 to 50+9 s,800,1262.49481831,1259.7079935000002,20.149097451936207,1.5959746653778886,1171.800708,1331.673326,1262.5626280225,4.736095043641918,168,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,60,60+1 to 60+9 s,800,1522.71103416,1522.715821,23.550968980819537,1.5466472923939487,1412.087911,1611.502661,1522.7172887862498,5.795706721428397,203,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,70,70+1 to 70+9 s,800,1781.2035269712499,1775.6685045,29.52740869469741,1.6577223347915597,1637.712819,1898.027834,1781.2679450824999,6.925649765013564,237,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,80,80+1 to 80+9 s,800,2040.24857723875,2033.202108,36.23776524942396,1.7761446155971714,1856.764209,2159.790658,2040.17781435,8.908794857607985,271,mixr1_log_20260902_145221_256ppr_10ms.csv
256,10,90,90+1 to 90+9 s,800,2295.5478097937503,2291.784602,337.9181489666165,14.720588590005349,0.0,7119.379543,2295.51036659125,87.39347951357622,306,mixr1_log_20260902_145221_256ppr_10ms.csv
256,20,0,0+1 to 0+9 s,800,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,10,10+1 to 10+9 s,800,217.8229013775,220.141227,15.935737777526626,7.315914753109016,188.192382,243.592044,217.87109934125002,8.569092736632303,29,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,20,20+1 to 20+9 s,800,483.68042598,484.614184,10.205544139642576,2.1099766687818313,450.013248,517.862461,483.6284856675,3.3340426565958907,65,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,30,30+1 to 30+9 s,800,745.1470272212499,745.0933,7.609370356305311,1.0211904601809447,706.124617,778.952825,745.11537247125,2.6355049434680224,99,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,40,40+1 to 40+9 s,800,1006.7754836425,1004.841066,11.458687558312327,1.1381571904050496,954.74072,1051.351943,1006.7255677512501,3.5517054089632905,134,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,50,50+1 to 50+9 s,800,1267.04243816,1264.141708,15.924853481659424,1.2568524148871847,1215.065791,1311.231721,1267.0521265525,4.288995987371304,169,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,60,60+1 to 60+9 s,800,1527.2702598287499,1523.644177,18.28771718866642,1.1974119885446464,1455.549757,1582.402077,1527.2015391062496,4.948418237352726,203,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,70,70+1 to 70+9 s,800,1787.8173717312502,1784.124068,20.056737802253114,1.1218560754240225,1736.663964,1857.092926,1787.8149695912498,5.719807564112427,238,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,80,80+1 to 80+9 s,800,2047.22399901625,2041.699281,23.35978958733819,1.1410470763611231,1988.17065,2127.866221,2047.23413304,6.370848636129434,272,mixr1_log_20260902_145422_256ppr_20ms.csv
256,20,90,90+1 to 90+9 s,800,2304.48653802,2298.265481,238.8116141850328,10.362899077302409,0.0,5721.628479,2304.51861273,55.10430685425309,307,mixr1_log_20260902_145422_256ppr_20ms.csv
